FLIGHT_DATE,FLIGHT_TIME,TIME_OF_DAY,AIRLINE_CD,FLIGHT_NO,DEPARTURE_STATION_CD,ARRIVAL_STATION_CD,ARRIVAL_COUNTRY,ARRIVAL_REGION,HAUL,AIRCRAFT_TYPE,FIRST_CLASS_SEATS,BUSINESS_CLASS_SEATS,ECONOMY_SEATS,TIER1_ELIGIBLE_PAX,TIER2_ELIGIBLE_PAX,TIER3_ELIGIBLE_PAX
4/27/2025,6:23,Morning,BA,BA9333,LHR,CDG,France,Europe,SHORT,A320,0,9,171,0,4,19
8/5/2025,9:27,Morning,BA,BA4315,LHR,HND,Japan,Asia,LONG,B777,8,49,178,2,11,41
7/5/2025,22:14,Evening,BA,BA8587,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,13,167,2,4,19
7/21/2025,10:16,Morning,BA,BA8866,LHR,LAX,USA,North America,LONG,B777,0,32,300,0,9,34
10/26/2025,18:06,Evening,BA,BA1461,LHR,DFW,USA,North America,LONG,B787,8,42,166,2,8,31
7/8/2025,14:38,Afternoon,BA,BA6158,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,13,167,0,4,20
6/2/2025,17:07,Afternoon,BA,BA1289,LHR,IST,Turkey,Europe,SHORT,A320,0,16,164,0,19,64
4/2/2025,10:48,Morning,BA,BA9123,LHR,LAX,USA,North America,LONG,A380,14,97,358,1,11,40
4/3/2025,16:18,Afternoon,BA,BA7662,LHR,CDG,France,Europe,SHORT,A320,0,20,160,1,0,0
5/6/2025,13:27,Lunchtime,BA,BA5214,LHR,VIE,Austria,Europe,SHORT,A320,0,8,172,0,9,33
4/8/2025,7:31,Morning,BA,BA9194,LHR,MAD,Spain,Europe,SHORT,A320,0,6,174,0,4,20
9/11/2025,16:28,Afternoon,BA,BA8411,LHR,BCN,Spain,Europe,SHORT,A320,0,17,163,1,12,44
10/17/2025,20:11,Evening,BA,BA6854,LHR,IST,Turkey,Europe,SHORT,A320,0,12,168,1,3,18
4/4/2025,6:22,Morning,BA,BA3294,LHR,ORD,USA,North America,LONG,B777,0,32,300,2,7,29
4/8/2025,9:51,Morning,BA,BA8218,LHR,VIE,Austria,Europe,SHORT,A320,0,6,174,0,11,38
5/20/2025,21:10,Evening,BA,BA2432,LHR,BCN,Spain,Europe,SHORT,A320,0,4,176,3,13,44
6/22/2025,8:35,Morning,BA,BA1832,LHR,VIE,Austria,Europe,SHORT,A320,0,9,171,5,1,12
6/29/2025,17:18,Afternoon,BA,BA8771,LHR,MAD,Spain,Europe,SHORT,A320,0,15,165,0,6,25
10/16/2025,10:42,Morning,BA,BA5161,LHR,IST,Turkey,Europe,SHORT,A320,0,9,171,1,5,23
5/3/2025,8:38,Morning,BA,BA8388,LHR,MUC,Germany,Europe,SHORT,A320,0,3,177,0,4,20
6/21/2025,9:02,Morning,BA,BA1895,LHR,DXB,UAE,Middle East,LONG,B777,8,49,178,0,17,58
5/13/2025,8:07,Morning,BA,BA9590,LHR,ORD,USA,North America,LONG,B777,0,48,224,0,10,37
5/23/2025,21:17,Evening,BA,BA4039,LHR,FRA,Germany,Europe,SHORT,A320,0,6,174,0,1,11
4/20/2025,21:28,Evening,BA,BA3804,LHR,DXB,UAE,Middle East,LONG,B777,0,48,224,0,13,45
10/30/2025,22:53,Evening,BA,BA7761,LHR,BCN,Spain,Europe,SHORT,A320,0,15,165,2,19,63
10/20/2025,20:04,Evening,BA,BA3262,LHR,HND,Japan,Asia,LONG,B787,8,42,166,0,13,46
6/5/2025,15:17,Afternoon,BA,BA7857,LHR,JFK,USA,North America,LONG,B787,8,42,166,0,0,7
4/6/2025,22:00,Evening,BA,BA3179,LHR,DFW,USA,North America,LONG,A350,0,56,275,2,5,23
4/3/2025,16:46,Afternoon,BA,BA5048,LHR,LAX,USA,North America,LONG,B777,0,48,224,0,15,50
9/2/2025,7:18,Morning,BA,BA2099,LHR,CDG,France,Europe,SHORT,A320,0,12,168,0,4,19
10/1/2025,9:58,Morning,BA,BA9662,LHR,DXB,UAE,Middle East,LONG,B777,0,32,300,0,10,37
7/14/2025,15:39,Afternoon,BA,BA7393,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,8,172,0,12,42
8/10/2025,22:10,Evening,BA,BA6289,LHR,MUC,Germany,Europe,SHORT,A320,0,0,180,0,3,16
10/15/2025,20:34,Evening,BA,BA9299,LHR,ORD,USA,North America,LONG,B777,0,32,304,1,7,29
5/13/2025,8:03,Morning,BA,BA7501,LHR,ORD,USA,North America,LONG,B787,8,48,200,0,0,0
6/10/2025,11:21,Morning,BA,BA7036,LHR,MUC,Germany,Europe,SHORT,A320,0,10,170,1,2,14
6/24/2025,10:01,Morning,BA,BA9065,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,9,171,0,6,26
9/12/2025,8:01,Morning,BA,BA5727,LHR,JFK,USA,North America,LONG,B777,0,32,300,0,1,11
10/20/2025,8:45,Morning,BA,BA2854,LHR,AMS,Netherlands,Europe,SHORT,A320,0,1,179,1,17,56
9/6/2025,19:28,Evening,BA,BA1882,LHR,CDG,France,Europe,SHORT,A320,0,8,172,1,0,8
6/26/2025,15:58,Afternoon,BA,BA6445,LHR,HND,Japan,Asia,LONG,A380,14,97,358,0,5,23
10/1/2025,9:23,Morning,BA,BA8917,LHR,VIE,Austria,Europe,SHORT,A320,0,2,178,0,8,32
7/29/2025,21:42,Evening,BA,BA8541,LHR,IST,Turkey,Europe,SHORT,A320,0,11,169,0,16,53
4/14/2025,13:21,Lunchtime,BA,BA4882,LHR,VIE,Austria,Europe,SHORT,A320,0,15,165,0,0,8
9/9/2025,17:33,Afternoon,BA,BA2721,LHR,DFW,USA,North America,LONG,A380,14,97,358,0,14,48
6/10/2025,21:42,Evening,BA,BA9120,LHR,VIE,Austria,Europe,SHORT,A320,0,9,171,1,8,30
4/4/2025,16:50,Afternoon,BA,BA8904,LHR,HND,Japan,Asia,LONG,B777,0,32,300,0,2,15
10/22/2025,16:10,Afternoon,BA,BA5300,LHR,HND,Japan,Asia,LONG,B787,0,31,173,1,10,38
10/30/2025,7:46,Morning,BA,BA1129,LHR,IST,Turkey,Europe,SHORT,A320,0,9,171,0,9,33
6/6/2025,13:49,Lunchtime,BA,BA7759,LHR,HND,Japan,Asia,LONG,B787,8,42,166,0,4,21
6/29/2025,7:10,Morning,BA,BA6974,LHR,JFK,USA,North America,LONG,A350,0,56,275,0,8,31
8/1/2025,13:35,Lunchtime,BA,BA1535,LHR,JFK,USA,North America,LONG,B787,8,48,200,0,6,24
9/26/2025,7:04,Morning,BA,BA9842,LHR,DFW,USA,North America,LONG,B777,0,32,304,2,8,32
8/18/2025,12:23,Lunchtime,BA,BA4938,LHR,LAX,USA,North America,LONG,B777,0,32,300,0,11,41
8/2/2025,9:38,Morning,BA,BA5900,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,19,161,0,16,55
4/17/2025,11:57,Morning,BA,BA8712,LHR,FRA,Germany,Europe,SHORT,A320,0,13,167,1,1,11
5/8/2025,20:55,Evening,BA,BA9346,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,6,174,0,19,64
6/15/2025,8:21,Morning,BA,BA8273,LHR,JFK,USA,North America,LONG,B777,0,32,300,0,0,0
10/13/2025,22:01,Evening,BA,BA7219,LHR,DFW,USA,North America,LONG,B787,8,48,200,0,7,28
7/17/2025,20:23,Evening,BA,BA8613,LHR,AMS,Netherlands,Europe,SHORT,A320,0,19,161,1,11,39
4/17/2025,10:27,Morning,BA,BA7844,LHR,FRA,Germany,Europe,SHORT,A320,0,8,172,3,9,35
5/14/2025,7:26,Morning,BA,BA4373,LHR,CDG,France,Europe,SHORT,A320,0,9,171,2,4,21
8/27/2025,7:20,Morning,BA,BA9139,LHR,MUC,Germany,Europe,SHORT,A320,0,18,162,0,7,27
10/17/2025,22:45,Evening,BA,BA9968,LHR,ORD,USA,North America,LONG,B777,8,49,178,6,5,23
4/28/2025,14:41,Afternoon,BA,BA2724,LHR,DXB,UAE,Middle East,LONG,B777,0,32,300,0,5,21
6/8/2025,10:42,Morning,BA,BA7163,LHR,ORD,USA,North America,LONG,B777,0,32,300,0,12,44
9/5/2025,9:40,Morning,BA,BA1027,LHR,DXB,UAE,Middle East,LONG,B777,8,49,178,1,10,36
6/16/2025,11:29,Morning,BA,BA8338,LHR,DFW,USA,North America,LONG,B777,0,32,300,0,4,19
6/6/2025,14:31,Afternoon,BA,BA5677,LHR,HND,Japan,Asia,LONG,B777,0,32,304,0,13,44
6/12/2025,16:35,Afternoon,BA,BA7100,LHR,HND,Japan,Asia,LONG,B787,0,31,173,0,9,35
9/7/2025,20:56,Evening,BA,BA3789,LHR,CDG,France,Europe,SHORT,A320,0,9,171,0,12,43
6/17/2025,14:31,Afternoon,BA,BA2006,LHR,ORD,USA,North America,LONG,A350,0,56,275,1,11,40
9/1/2025,20:33,Evening,BA,BA3841,LHR,DXB,UAE,Middle East,LONG,B777,0,32,304,0,3,17
8/14/2025,10:36,Morning,BA,BA6014,LHR,FRA,Germany,Europe,SHORT,A320,0,18,162,0,5,22
7/12/2025,11:05,Morning,BA,BA9387,LHR,ORD,USA,North America,LONG,B777,0,48,224,0,12,42
6/15/2025,10:41,Morning,BA,BA2684,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,13,167,2,11,40
10/3/2025,12:16,Lunchtime,BA,BA4879,LHR,JFK,USA,North America,LONG,B777,8,49,178,1,8,30
9/12/2025,10:49,Morning,BA,BA1822,LHR,ORD,USA,North America,LONG,B777,0,32,304,0,8,32
6/3/2025,7:02,Morning,BA,BA5535,LHR,MAD,Spain,Europe,SHORT,A320,0,9,171,4,15,50
6/2/2025,13:36,Lunchtime,BA,BA9013,LHR,CDG,France,Europe,SHORT,A320,0,4,176,1,5,21
4/26/2025,22:50,Evening,BA,BA9452,LHR,BCN,Spain,Europe,SHORT,A320,0,15,165,0,11,39
8/29/2025,15:36,Afternoon,BA,BA1513,LHR,FRA,Germany,Europe,SHORT,A320,0,10,170,0,7,27
5/2/2025,12:16,Lunchtime,BA,BA2488,LHR,MAD,Spain,Europe,SHORT,A320,0,19,161,0,7,27
10/14/2025,7:57,Morning,BA,BA1381,LHR,AMS,Netherlands,Europe,SHORT,A320,0,18,162,1,14,47
8/17/2025,12:51,Lunchtime,BA,BA6452,LHR,HND,Japan,Asia,LONG,B787,0,35,179,0,12,43
5/27/2025,13:07,Lunchtime,BA,BA9652,LHR,ORD,USA,North America,LONG,B777,0,32,304,0,12,43
9/3/2025,12:34,Lunchtime,BA,BA2533,LHR,HND,Japan,Asia,LONG,B787,0,31,173,0,15,51
5/18/2025,20:45,Evening,BA,BA6767,LHR,BCN,Spain,Europe,SHORT,A320,0,15,165,2,8,31
5/4/2025,18:52,Evening,BA,BA4299,LHR,DXB,UAE,Middle East,LONG,B777,0,48,224,0,11,41
10/20/2025,17:18,Afternoon,BA,BA7903,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,14,166,2,6,25
6/4/2025,9:21,Morning,BA,BA2137,LHR,ORD,USA,North America,LONG,B777,8,49,178,2,10,35
4/2/2025,17:07,Afternoon,BA,BA9984,LHR,FRA,Germany,Europe,SHORT,A320,0,12,168,0,7,28
8/29/2025,20:49,Evening,BA,BA8890,LHR,MUC,Germany,Europe,SHORT,A320,0,17,163,0,8,32
6/12/2025,7:40,Morning,BA,BA7042,LHR,IST,Turkey,Europe,SHORT,A320,0,4,176,0,11,40
8/1/2025,15:55,Afternoon,BA,BA8352,LHR,FRA,Germany,Europe,SHORT,A320,0,9,171,2,3,18
6/2/2025,9:16,Morning,BA,BA8036,LHR,IST,Turkey,Europe,SHORT,A320,0,18,162,0,19,63
9/16/2025,18:18,Evening,BA,BA9183,LHR,HND,Japan,Asia,LONG,A350,0,56,275,0,2,15
4/28/2025,19:41,Evening,BA,BA2768,LHR,VIE,Austria,Europe,SHORT,A320,0,13,167,0,1,11
9/7/2025,6:30,Morning,BA,BA5766,LHR,DFW,USA,North America,LONG,B787,0,35,179,0,14,48
5/21/2025,14:34,Afternoon,BA,BA1557,LHR,IST,Turkey,Europe,SHORT,A320,0,13,167,2,12,43
4/16/2025,12:39,Lunchtime,BA,BA2351,LHR,MUC,Germany,Europe,SHORT,A320,0,17,163,1,11,40
6/15/2025,14:43,Afternoon,BA,BA5541,LHR,MUC,Germany,Europe,SHORT,A320,0,12,168,2,11,40
4/7/2025,19:38,Evening,BA,BA6745,LHR,LAX,USA,North America,LONG,A350,0,56,275,0,8,30
8/4/2025,18:18,Evening,BA,BA5667,LHR,ORD,USA,North America,LONG,A380,14,97,358,0,3,16
4/12/2025,13:04,Lunchtime,BA,BA4236,LHR,IST,Turkey,Europe,SHORT,A320,0,1,179,3,8,31
5/23/2025,7:40,Morning,BA,BA6398,LHR,ORD,USA,North America,LONG,A380,14,97,358,0,4,20
9/12/2025,19:55,Evening,BA,BA8038,LHR,HND,Japan,Asia,LONG,B777,0,48,224,2,13,46
8/17/2025,16:15,Afternoon,BA,BA9077,LHR,HND,Japan,Asia,LONG,B787,8,48,200,0,7,28
7/11/2025,19:03,Evening,BA,BA9623,LHR,ORD,USA,North America,LONG,B777,0,32,300,0,3,17
4/8/2025,17:26,Afternoon,BA,BA7025,LHR,IST,Turkey,Europe,SHORT,A320,0,8,172,1,6,25
4/30/2025,8:55,Morning,BA,BA1915,LHR,DXB,UAE,Middle East,LONG,B787,8,48,200,3,10,37
7/3/2025,15:21,Afternoon,BA,BA5605,LHR,AMS,Netherlands,Europe,SHORT,A320,0,8,172,3,5,22
10/10/2025,11:31,Morning,BA,BA9278,LHR,HND,Japan,Asia,LONG,B777,0,32,300,0,3,17
10/8/2025,9:11,Morning,BA,BA5030,LHR,CDG,France,Europe,SHORT,A320,0,19,161,0,9,34
8/18/2025,8:30,Morning,BA,BA1765,LHR,FRA,Germany,Europe,SHORT,A320,0,2,178,0,9,34
6/21/2025,22:45,Evening,BA,BA2785,LHR,FRA,Germany,Europe,SHORT,A320,0,7,173,1,5,22
7/4/2025,10:30,Morning,BA,BA6997,LHR,MAD,Spain,Europe,SHORT,A320,0,10,170,1,5,23
4/15/2025,14:50,Afternoon,BA,BA1380,LHR,LAX,USA,North America,LONG,B787,8,48,200,0,9,34
5/13/2025,6:21,Morning,BA,BA2472,LHR,HND,Japan,Asia,LONG,B787,0,35,179,3,0,8
9/7/2025,16:58,Afternoon,BA,BA1358,LHR,AMS,Netherlands,Europe,SHORT,A320,0,13,167,1,0,8
7/26/2025,8:41,Morning,BA,BA6274,LHR,IST,Turkey,Europe,SHORT,A320,0,11,169,1,4,19
6/19/2025,20:35,Evening,BA,BA3317,LHR,VIE,Austria,Europe,SHORT,A320,0,7,173,0,7,27
7/8/2025,12:33,Lunchtime,BA,BA3049,LHR,DFW,USA,North America,LONG,B787,0,35,179,0,9,35
4/29/2025,6:43,Morning,BA,BA6784,LHR,LAX,USA,North America,LONG,B787,8,42,166,3,16,53
5/2/2025,19:42,Evening,BA,BA4336,LHR,DXB,UAE,Middle East,LONG,B777,0,32,300,0,12,44
4/14/2025,15:21,Afternoon,BA,BA2876,LHR,MUC,Germany,Europe,SHORT,A320,0,12,168,2,7,28
6/5/2025,16:08,Afternoon,BA,BA1119,LHR,IST,Turkey,Europe,SHORT,A320,0,20,160,3,8,30
10/11/2025,19:42,Evening,BA,BA1015,LHR,CDG,France,Europe,SHORT,A320,0,15,165,1,2,15
7/20/2025,12:34,Lunchtime,BA,BA8149,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,14,166,0,8,30
9/9/2025,16:41,Afternoon,BA,BA6477,LHR,MAD,Spain,Europe,SHORT,A320,0,14,166,0,6,26
6/27/2025,14:20,Afternoon,BA,BA7210,LHR,IST,Turkey,Europe,SHORT,A320,0,11,169,0,10,35
8/12/2025,21:59,Evening,BA,BA2159,LHR,FRA,Germany,Europe,SHORT,A320,0,11,169,0,3,17
4/26/2025,10:41,Morning,BA,BA3617,LHR,MUC,Germany,Europe,SHORT,A320,0,2,178,0,11,38
9/25/2025,8:50,Morning,BA,BA8314,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,2,178,0,16,54
6/27/2025,16:28,Afternoon,BA,BA2043,LHR,BCN,Spain,Europe,SHORT,A320,0,17,163,0,7,29
10/8/2025,21:37,Evening,BA,BA9997,LHR,AMS,Netherlands,Europe,SHORT,A320,0,9,171,0,10,37
9/4/2025,21:21,Evening,BA,BA7452,LHR,LAX,USA,North America,LONG,B777,0,32,300,0,12,41
6/25/2025,18:39,Evening,BA,BA9252,LHR,MUC,Germany,Europe,SHORT,A320,0,18,162,0,6,24
5/7/2025,11:00,Morning,BA,BA1347,LHR,HND,Japan,Asia,LONG,A350,0,56,275,0,9,34
9/15/2025,16:50,Afternoon,BA,BA6385,LHR,MUC,Germany,Europe,SHORT,A320,0,16,164,1,8,30
5/19/2025,11:31,Morning,BA,BA1840,LHR,BCN,Spain,Europe,SHORT,A320,0,10,170,0,8,32
7/21/2025,19:14,Evening,BA,BA4995,LHR,BCN,Spain,Europe,SHORT,A320,0,9,171,0,4,18
5/20/2025,6:38,Morning,BA,BA7560,LHR,BCN,Spain,Europe,SHORT,A320,0,12,168,1,8,31
9/23/2025,13:23,Lunchtime,BA,BA6688,LHR,IST,Turkey,Europe,SHORT,A320,0,17,163,1,10,38
10/21/2025,11:11,Morning,BA,BA1193,LHR,MAD,Spain,Europe,SHORT,A320,0,10,170,0,16,53
8/11/2025,12:14,Lunchtime,BA,BA5788,LHR,ORD,USA,North America,LONG,B777,8,49,178,1,13,45
8/5/2025,12:50,Lunchtime,BA,BA9583,LHR,BCN,Spain,Europe,SHORT,A320,0,17,163,3,20,64
4/6/2025,13:59,Lunchtime,BA,BA1811,LHR,AMS,Netherlands,Europe,SHORT,A320,0,4,176,1,4,18
7/16/2025,22:15,Evening,BA,BA6653,LHR,DXB,UAE,Middle East,LONG,B787,0,31,173,0,13,44
7/14/2025,11:56,Morning,BA,BA9221,LHR,IST,Turkey,Europe,SHORT,A320,0,13,167,1,9,33
6/3/2025,10:21,Morning,BA,BA7875,LHR,DXB,UAE,Middle East,LONG,B777,0,48,224,0,20,64
4/14/2025,14:28,Afternoon,BA,BA8388,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,14,166,0,3,18
7/26/2025,16:24,Afternoon,BA,BA1202,LHR,IST,Turkey,Europe,SHORT,A320,0,9,171,3,3,17
9/26/2025,14:38,Afternoon,BA,BA3027,LHR,DXB,UAE,Middle East,LONG,A380,14,97,358,0,4,21
9/30/2025,18:08,Evening,BA,BA1476,LHR,LAX,USA,North America,LONG,B777,0,32,300,2,0,0
8/5/2025,10:21,Morning,BA,BA7822,LHR,AMS,Netherlands,Europe,SHORT,A320,0,14,166,0,5,22
6/6/2025,20:00,Evening,BA,BA7332,LHR,LAX,USA,North America,LONG,A380,14,97,358,6,4,18
6/21/2025,14:44,Afternoon,BA,BA6649,LHR,DXB,UAE,Middle East,LONG,B777,0,32,300,0,9,33
6/30/2025,15:36,Afternoon,BA,BA2322,LHR,DFW,USA,North America,LONG,A380,14,97,358,0,10,36
6/11/2025,13:10,Lunchtime,BA,BA4478,LHR,DXB,UAE,Middle East,LONG,B777,8,49,178,0,18,60
6/8/2025,6:41,Morning,BA,BA6230,LHR,JFK,USA,North America,LONG,B787,0,31,173,0,13,45
5/26/2025,20:28,Evening,BA,BA4961,LHR,VIE,Austria,Europe,SHORT,A320,0,9,171,0,5,21
6/15/2025,7:56,Morning,BA,BA5476,LHR,IST,Turkey,Europe,SHORT,A320,0,13,167,1,3,16
6/10/2025,8:12,Morning,BA,BA5574,LHR,DXB,UAE,Middle East,LONG,B787,0,35,179,0,10,38
8/4/2025,11:54,Morning,BA,BA1803,LHR,DXB,UAE,Middle East,LONG,A350,0,56,275,1,1,10
5/8/2025,12:19,Lunchtime,BA,BA1260,LHR,MUC,Germany,Europe,SHORT,A320,0,15,165,0,18,59
8/24/2025,8:41,Morning,BA,BA9105,LHR,ORD,USA,North America,LONG,B777,8,49,178,0,14,49
9/27/2025,8:54,Morning,BA,BA8397,LHR,MAD,Spain,Europe,SHORT,A320,0,3,177,3,5,23
8/19/2025,12:35,Lunchtime,BA,BA1854,LHR,AMS,Netherlands,Europe,SHORT,A320,0,1,179,0,0,4
6/23/2025,8:07,Morning,BA,BA5419,LHR,AMS,Netherlands,Europe,SHORT,A320,0,18,162,0,15,51
10/6/2025,15:21,Afternoon,BA,BA3078,LHR,AMS,Netherlands,Europe,SHORT,A320,0,3,177,0,7,29
5/4/2025,13:57,Lunchtime,BA,BA5463,LHR,CDG,France,Europe,SHORT,A320,0,14,166,0,15,50
5/19/2025,22:00,Evening,BA,BA5981,LHR,BCN,Spain,Europe,SHORT,A320,0,2,178,2,0,5
9/14/2025,6:31,Morning,BA,BA2060,LHR,ORD,USA,North America,LONG,B777,0,32,300,1,4,21
5/24/2025,14:07,Afternoon,BA,BA9210,LHR,CDG,France,Europe,SHORT,A320,0,14,166,0,8,30
7/3/2025,19:43,Evening,BA,BA7005,LHR,CDG,France,Europe,SHORT,A320,0,16,164,1,8,31
5/19/2025,20:30,Evening,BA,BA7112,LHR,CDG,France,Europe,SHORT,A320,0,11,169,0,5,23
8/11/2025,18:03,Evening,BA,BA5717,LHR,FRA,Germany,Europe,SHORT,A320,0,14,166,0,11,40
4/13/2025,16:37,Afternoon,BA,BA1302,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,7,173,3,2,14
5/27/2025,19:56,Evening,BA,BA4850,LHR,MAD,Spain,Europe,SHORT,A320,0,5,175,0,7,28
7/2/2025,9:55,Morning,BA,BA9457,LHR,JFK,USA,North America,LONG,A380,14,97,358,1,8,32
10/14/2025,20:02,Evening,BA,BA4011,LHR,LAX,USA,North America,LONG,A350,0,56,275,1,11,38
7/17/2025,19:12,Evening,BA,BA2658,LHR,IST,Turkey,Europe,SHORT,A320,0,4,176,1,12,41
4/7/2025,18:52,Evening,BA,BA8563,LHR,BCN,Spain,Europe,SHORT,A320,0,11,169,2,2,13
10/2/2025,9:09,Morning,BA,BA5550,LHR,VIE,Austria,Europe,SHORT,A320,0,14,166,0,0,6
7/27/2025,7:22,Morning,BA,BA8322,LHR,IST,Turkey,Europe,SHORT,A320,0,9,171,0,15,50
7/18/2025,21:20,Evening,BA,BA4807,LHR,DFW,USA,North America,LONG,B777,8,49,178,0,10,35
9/30/2025,14:07,Afternoon,BA,BA5170,LHR,MAD,Spain,Europe,SHORT,A320,0,9,171,1,4,19
8/29/2025,7:02,Morning,BA,BA6776,LHR,VIE,Austria,Europe,SHORT,A320,0,5,175,0,16,54
6/22/2025,16:49,Afternoon,BA,BA9848,LHR,VIE,Austria,Europe,SHORT,A320,0,11,169,0,8,32
6/27/2025,15:38,Afternoon,BA,BA6530,LHR,DXB,UAE,Middle East,LONG,B777,0,48,224,0,14,49
6/28/2025,18:05,Evening,BA,BA9300,LHR,MAD,Spain,Europe,SHORT,A320,0,18,162,3,8,31
9/20/2025,8:07,Morning,BA,BA5311,LHR,MUC,Germany,Europe,SHORT,A320,0,10,170,1,19,62
9/19/2025,13:25,Lunchtime,BA,BA8293,LHR,IST,Turkey,Europe,SHORT,A320,0,19,161,0,17,58
5/12/2025,20:17,Evening,BA,BA1467,LHR,MAD,Spain,Europe,SHORT,A320,0,16,164,0,6,26
9/8/2025,14:19,Afternoon,BA,BA4436,LHR,DFW,USA,North America,LONG,A350,0,56,275,0,13,45
10/12/2025,18:55,Evening,BA,BA1443,LHR,DFW,USA,North America,LONG,B777,0,32,300,0,11,40
8/18/2025,11:12,Morning,BA,BA9854,LHR,LAX,USA,North America,LONG,B777,8,49,178,0,15,52
5/26/2025,6:34,Morning,BA,BA3572,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,12,168,2,2,15
4/15/2025,12:57,Lunchtime,BA,BA2513,LHR,FRA,Germany,Europe,SHORT,A320,0,10,170,6,12,41
10/11/2025,15:08,Afternoon,BA,BA4939,LHR,MUC,Germany,Europe,SHORT,A320,0,6,174,0,14,47
5/22/2025,21:40,Evening,BA,BA1956,LHR,FRA,Germany,Europe,SHORT,A320,0,11,169,0,0,3
6/6/2025,8:38,Morning,BA,BA4103,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,7,173,0,1,12
9/22/2025,8:06,Morning,BA,BA7431,LHR,AMS,Netherlands,Europe,SHORT,A320,0,10,170,0,0,0
10/28/2025,15:06,Afternoon,BA,BA8009,LHR,MUC,Germany,Europe,SHORT,A320,0,19,161,0,6,26
10/16/2025,15:07,Afternoon,BA,BA5790,LHR,ORD,USA,North America,LONG,B777,0,32,300,0,12,41
4/6/2025,16:09,Afternoon,BA,BA4079,LHR,IST,Turkey,Europe,SHORT,A320,0,9,171,0,16,54
5/28/2025,11:20,Morning,BA,BA9732,LHR,ORD,USA,North America,LONG,B777,8,49,178,1,8,31
4/3/2025,22:56,Evening,BA,BA1576,LHR,MAD,Spain,Europe,SHORT,A320,0,15,165,1,17,56
7/14/2025,16:49,Afternoon,BA,BA6270,LHR,VIE,Austria,Europe,SHORT,A320,0,18,162,1,0,9
8/2/2025,7:14,Morning,BA,BA2222,LHR,IST,Turkey,Europe,SHORT,A320,0,4,176,0,0,4
6/28/2025,7:30,Morning,BA,BA5658,LHR,LAX,USA,North America,LONG,B787,8,42,166,2,7,29
6/12/2025,13:25,Lunchtime,BA,BA5624,LHR,IST,Turkey,Europe,SHORT,A320,0,2,178,3,10,36
10/3/2025,16:45,Afternoon,BA,BA7581,LHR,AMS,Netherlands,Europe,SHORT,A320,0,8,172,0,8,30
4/25/2025,22:19,Evening,BA,BA1869,LHR,ORD,USA,North America,LONG,A350,0,56,275,0,0,0
6/10/2025,10:28,Morning,BA,BA1544,LHR,HND,Japan,Asia,LONG,B777,8,49,178,0,7,29
6/26/2025,13:22,Lunchtime,BA,BA1876,LHR,MAD,Spain,Europe,SHORT,A320,0,18,162,0,1,10
5/14/2025,15:10,Afternoon,BA,BA8905,LHR,HND,Japan,Asia,LONG,B777,0,32,304,0,11,41
7/1/2025,19:47,Evening,BA,BA7036,LHR,MUC,Germany,Europe,SHORT,A320,0,7,173,0,10,36
8/4/2025,11:42,Morning,BA,BA9120,LHR,BCN,Spain,Europe,SHORT,A320,0,11,169,0,3,16
6/24/2025,11:25,Morning,BA,BA2777,LHR,FRA,Germany,Europe,SHORT,A320,0,4,176,0,5,22
4/22/2025,7:40,Morning,BA,BA8499,LHR,ORD,USA,North America,LONG,B787,0,31,173,0,2,14
4/2/2025,14:17,Afternoon,BA,BA7298,LHR,MUC,Germany,Europe,SHORT,A320,0,13,167,3,7,29
5/20/2025,12:47,Lunchtime,BA,BA9240,LHR,ORD,USA,North America,LONG,B787,8,48,200,0,13,45
10/30/2025,17:24,Afternoon,BA,BA9015,LHR,DFW,USA,North America,LONG,B777,0,32,300,1,2,15
5/17/2025,7:11,Morning,BA,BA4578,LHR,LAX,USA,North America,LONG,B777,0,48,224,0,11,38
6/3/2025,16:19,Afternoon,BA,BA1973,LHR,FRA,Germany,Europe,SHORT,A320,0,0,180,0,5,22
5/17/2025,18:18,Evening,BA,BA9399,LHR,MAD,Spain,Europe,SHORT,A320,0,5,175,0,3,18
9/6/2025,10:34,Morning,BA,BA2866,LHR,MUC,Germany,Europe,SHORT,A320,0,4,176,0,7,29
10/25/2025,16:31,Afternoon,BA,BA9663,LHR,FRA,Germany,Europe,SHORT,A320,0,19,161,0,2,14
10/4/2025,14:22,Afternoon,BA,BA2476,LHR,MUC,Germany,Europe,SHORT,A320,0,0,180,0,5,22
8/30/2025,16:08,Afternoon,BA,BA9803,LHR,DFW,USA,North America,LONG,A350,0,56,275,0,1,12
